CustomerID,ProdTaken,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
204842,1,45,Company Invited,3,8,Large Business,Male,4,4,Basic,3,Married,5,0,3,1,2,Executive,26656
204867,1,45,Self Enquiry,3,8,Salaried,Male,3,6,Deluxe,4,Single,8,0,3,0,2,Manager,21040
200028,0,44,Self Enquiry,1,13,Small Business,Female,2,4,Standard,3,Divorced,4,0,4,1,0,Senior Manager,25248
200031,0,44,Self Enquiry,1,16,Salaried,Male,2,3,Deluxe,3,Divorced,3,1,3,1,1,Manager,21465
200052,0,44,Self Enquiry,3,6,Small Business,Female,3,3,Deluxe,5,Married,6,1,2,0,0,Manager,20454
200099,0,44,Company Invited,1,29,Small Business,Male,3,3,Deluxe,4,Divorced,5,0,3,1,0,Manager,17042
200286,1,44,Company Invited,1,30,Salaried,Male,2,3,Basic,3,Married,4,1,5,0,1,Executive,18161
200493,0,44,Self Enquiry,2,6,Salaried,Female,2,4,Deluxe,3,Single,5,0,5,1,1,Manager,20985
200497,0,44,Self Enquiry,1,9,Salaried,Male,2,3,King,3,Divorced,5,1,2,1,0,VP,34513
200617,0,44,Self Enquiry,1,10,Small Business,Male,2,3,Deluxe,4,Single,1,0,2,1,0,Manager,20933
200631,0,44,Self Enquiry,1,14,Salaried,Male,3,1,Basic,3,Divorced,3,1,3,1,2,Executive,17818
200658,0,44,Self Enquiry,1,15,Salaried,Male,3,3,Basic,5,Divorced,2,1,3,1,0,Executive,17559
200750,0,44,Self Enquiry,3,34,Small Business,Female,2,1,Super Deluxe,3,Divorced,4,1,2,1,1,AVP,28320
200789,1,44,Self Enquiry,2,6,Small Business,Male,3,4,Standard,5,Divorced,1,0,4,1,0,Senior Manager,25482
200857,1,44,Self Enquiry,1,16,Salaried,Male,3,3,Basic,3,Single,2,1,3,1,2,Executive,17936
200862,0,44,Company Invited,1,23,Salaried,Male,3,5,Basic,3,Single,3,0,4,1,0,Executive,17290
200891,0,44,Self Enquiry,1,8,Salaried,Female,3,1,Basic,3,Divorced,2,0,4,1,0,Executive,17011
200907,0,44,Self Enquiry,3,11,Small Business,Male,2,3,King,4,Divorced,1,0,5,1,1,VP,33213
200922,0,44,Self Enquiry,1,10,Salaried,Male,3,1,King,5,Married,2,0,5,1,2,VP,34190
200928,1,44,Self Enquiry,1,21,Small Business,Female,3,3,Standard,3,Divorced,2,0,3,0,1,Senior Manager,22978
200953,1,44,Self Enquiry,1,9,Salaried,Male,2,3,Basic,5,Divorced,5,0,5,1,1,Executive,17362
201042,0,44,Company Invited,1,11,Salaried,Male,2,4,Basic,3,Single,4,0,1,0,1,Executive,18162
201062,0,44,Company Invited,1,8,Small Business,Male,2,3,Standard,3,Unmarried,6,1,1,0,1,Senior Manager,25209
201078,0,44,Self Enquiry,1,34,Salaried,Male,2,3,Super Deluxe,5,Divorced,4,0,1,1,0,AVP,31328
201140,0,44,Self Enquiry,1,13,Small Business,Female,2,3,King,3,Married,1,1,4,1,1,VP,34049
201165,0,44,Company Invited,2,6,Salaried,Male,2,3,Deluxe,3,Married,5,1,5,1,1,Manager,20743
201200,0,44,Self Enquiry,2,6,Salaried,Female,2,3,Basic,3,Married,5,1,3,1,0,Executive,18195
201214,0,44,Self Enquiry,1,8,Salaried,Female,3,1,Standard,3,Married,2,1,4,1,0,Senior Manager,22879
201279,1,44,Company Invited,1,6,Small Business,Male,2,3,Basic,4,Married,2,1,3,1,1,Executive,17342
201435,0,44,Self Enquiry,1,6,Small Business,Male,2,3,Basic,3,Single,7,1,4,0,1,Executive,17436
201498,0,44,Self Enquiry,1,13,Small Business,Female,2,4,Standard,3,Married,4,0,4,0,0,Senior Manager,25248
201501,0,44,Self Enquiry,1,16,Salaried,Male,2,3,Deluxe,3,Married,3,1,3,0,1,Manager,21465
201522,0,44,Self Enquiry,3,6,Small Business,Female,3,3,Deluxe,5,Married,6,1,1,1,1,Manager,20454
201569,0,44,Company Invited,1,29,Small Business,Male,3,3,Deluxe,4,Married,5,0,3,0,1,Manager,17042
201756,1,44,Company Invited,1,30,Salaried,Male,2,3,Basic,3,Married,4,1,5,0,1,Executive,18161
201963,0,44,Self Enquiry,2,6,Salaried,Female,2,4,Deluxe,3,Single,5,0,5,1,1,Manager,20985
201967,0,44,Self Enquiry,1,9,Salaried,Male,2,3,King,3,Married,5,1,1,0,1,VP,34513
202087,0,44,Self Enquiry,1,10,Small Business,Male,2,3,Deluxe,4,Single,1,0,1,1,1,Manager,20933
202101,0,44,Self Enquiry,1,14,Salaried,Male,3,1,Basic,3,Married,3,1,3,1,0,Executive,17818
202128,0,44,Self Enquiry,1,15,Salaried,Male,3,3,Basic,5,Married,2,1,3,1,0,Executive,17559
202220,0,44,Self Enquiry,3,34,Small Business,Female,2,1,Super Deluxe,3,Married,4,1,1,1,0,AVP,28320
202259,1,44,Self Enquiry,2,6,Small Business,Male,3,4,Standard,5,Married,1,0,4,1,0,Senior Manager,25482
202327,1,44,Self Enquiry,1,16,Salaried,Male,3,3,Basic,3,Single,2,1,3,1,0,Executive,17936
202332,0,44,Company Invited,1,23,Salaried,Male,3,5,Basic,3,Single,3,0,4,1,1,Executive,17290
202361,0,44,Self Enquiry,1,8,Salaried,Female,3,1,Basic,3,Married,2,0,4,1,2,Executive,17011
202377,1,44,Self Enquiry,1,29,Small Business,Male,3,3,Basic,5,Single,1,0,3,0,2,Executive,33213
202392,1,44,Self Enquiry,3,15,Salaried,Male,3,4,Basic,5,Married,4,0,1,1,2,Executive,34190
202398,1,44,Company Invited,3,7,Large Business,Male,3,3,Basic,3,Married,4,0,3,1,1,Executive,22978
202423,1,44,Self Enquiry,3,7,Salaried,Male,2,5,Deluxe,4,Single,7,0,3,0,1,Manager,17362
202479,0,44,Self Enquiry,1,9,Small Business,Female,4,3,Basic,3,Married,3,0,2,0,2,Executive,21323
202574,0,44,Company Invited,1,35,Small Business,Female,4,3,Basic,3,Unmarried,6,0,3,0,3,Executive,23417
202637,0,44,Company Invited,1,14,Small Business,Male,3,3,Basic,3,Married,6,0,4,0,2,Executive,20767
202759,0,44,Company Invited,1,17,Salaried,Female,3,4,Basic,3,Single,2,0,5,0,2,Executive,21133
202774,0,44,Company Invited,1,17,Salaried,Female,3,5,Deluxe,3,Married,3,0,3,0,1,Manager,23935
202777,0,44,Self Enquiry,1,14,Salaried,Female,3,4,Standard,5,Divorced,2,0,5,1,1,Senior Manager,28663
202834,0,44,Self Enquiry,1,19,Salaried,Male,3,5,Super Deluxe,4,Married,3,0,3,0,2,AVP,33014
202839,0,44,Company Invited,1,28,Small Business,Male,4,4,Basic,3,Divorced,2,0,4,0,3,Executive,20936
202840,0,44,Self Enquiry,1,15,Salaried,Female,4,4,Deluxe,3,Married,6,1,2,0,1,Manager,23200
202935,0,44,Company Invited,1,16,Small Business,Male,4,4,Deluxe,3,Married,5,1,3,1,1,Manager,24357
202992,0,44,Company Invited,3,22,Salaried,Male,3,5,Deluxe,3,Divorced,5,0,5,0,2,Manager,25482
203094,0,44,Company Invited,1,7,Salaried,Female,3,4,Deluxe,3,Divorced,6,0,2,1,2,Manager,24240
203105,0,44,Self Enquiry,1,15,Salaried,Female,3,4,Deluxe,4,Married,6,0,3,1,1,Manager,23443
203219,0,44,Self Enquiry,3,32,Small Business,Male,4,5,Standard,3,Married,7,0,4,1,2,Senior Manager,29476
203256,0,44,Company Invited,1,34,Salaried,Female,3,4,Standard,5,Divorced,2,0,4,0,1,Senior Manager,29498
203293,1,44,Self Enquiry,3,16,Small Business,Fe Male,3,6,Deluxe,3,Unmarried,2,0,2,1,2,Manager,24024
203370,0,44,Self Enquiry,3,11,Small Business,Female,3,5,Standard,3,Single,5,0,3,1,1,Senior Manager,28909
203439,0,44,Self Enquiry,1,13,Small Business,Female,4,5,Deluxe,3,Unmarried,3,1,4,1,2,Manager,22759
203577,0,44,Self Enquiry,1,34,Large Business,Male,3,2,Basic,4,Married,7,0,5,1,2,Executive,23554
203660,0,44,Self Enquiry,3,9,Small Business,Male,4,4,Deluxe,3,Married,3,1,3,0,1,Manager,26525
203706,1,44,Company Invited,1,24,Large Business,Male,3,5,Basic,3,Married,2,1,5,1,2,Executive,21115
203713,0,44,Self Enquiry,2,9,Salaried,Male,4,4,Basic,3,Unmarried,2,0,1,0,1,Executive,22217
203737,0,44,Company Invited,1,16,Salaried,Male,3,4,Basic,3,Single,6,0,3,0,2,Executive,21116
203760,0,44,Company Invited,3,9,Salaried,Male,4,4,Deluxe,3,Married,3,0,3,1,3,Manager,24353
203843,0,44,Self Enquiry,1,18,Salaried,Male,2,4,Standard,3,Married,3,0,1,1,1,Senior Manager,26188
203949,0,44,Self Enquiry,1,9,Small Business,Female,4,2,Basic,3,Married,3,0,1,1,3,Executive,21323
204044,0,44,Company Invited,1,35,Small Business,Female,4,2,Basic,3,Unmarried,6,0,3,0,3,Executive,23417
204107,0,44,Company Invited,1,14,Small Business,Male,3,2,Basic,3,Married,6,0,4,1,1,Executive,20767
204229,0,44,Company Invited,1,17,Salaried,Female,3,4,Basic,3,Single,2,0,5,0,1,Executive,21133
204244,0,44,Company Invited,1,17,Salaried,Female,3,5,Deluxe,3,Married,3,0,3,1,1,Manager,23935
204247,0,44,Self Enquiry,1,14,Salaried,Female,3,4,Standard,5,Married,2,0,5,1,1,Senior Manager,28663
204304,0,44,Self Enquiry,1,19,Salaried,Male,3,5,Super Deluxe,4,Married,3,0,3,1,2,AVP,33014
204309,0,44,Company Invited,1,28,Small Business,Male,4,4,Basic,3,Married,2,0,4,1,3,Executive,20936
204310,0,44,Self Enquiry,1,15,Salaried,Female,4,4,Deluxe,3,Married,6,1,1,1,1,Manager,23200
204405,0,44,Company Invited,1,16,Small Business,Male,4,4,Deluxe,3,Married,5,1,3,1,3,Manager,24357
204462,0,44,Company Invited,3,22,Salaried,Male,3,5,Deluxe,3,Married,5,0,5,1,1,Manager,25482
204564,0,44,Company Invited,1,7,Salaried,Female,3,4,Deluxe,3,Married,6,0,1,1,2,Manager,24240
204575,0,44,Self Enquiry,1,15,Salaried,Female,3,4,Deluxe,4,Married,6,0,3,1,1,Manager,23443
204689,0,44,Self Enquiry,3,32,Small Business,Male,4,5,Standard,3,Married,7,0,4,1,2,Senior Manager,29476
204726,0,44,Company Invited,1,34,Salaried,Female,3,4,Standard,5,Married,2,0,4,1,1,Senior Manager,29498
204763,1,44,Self Enquiry,3,16,Small Business,Fe Male,3,6,Deluxe,3,Unmarried,2,0,1,0,1,Manager,24024
204840,1,44,Company Invited,1,9,Salaried,Male,4,4,Basic,3,Married,8,1,3,0,1,Executive,28909
200035,0,43,Self Enquiry,1,8,Small Business,Female,3,2,Basic,3,Married,2,0,2,0,1,Executive,17645
200119,0,43,Company Invited,3,32,Salaried,Male,3,3,Super Deluxe,3,Divorced,2,1,2,0,0,AVP,31959
200193,0,43,Company Invited,1,13,Small Business,Male,2,2,Basic,3,Married,5,0,4,0,1,Executive,17089
200235,0,43,Self Enquiry,3,22,Small Business,Female,3,3,Super Deluxe,3,Divorced,6,1,3,0,1,AVP,31064
200315,0,43,Company Invited,1,16,Salaried,Female,2,3,Basic,3,Single,1,0,5,0,1,Executive,17455
200330,0,43,Company Invited,1,16,Salaried,Female,2,4,Deluxe,3,Married,2,0,3,0,0,Manager,20257
200333,0,43,Self Enquiry,1,13,Salaried,Female,2,3,Standard,5,Divorced,1,0,5,1,0,Senior Manager,24985
200390,0,43,Self Enquiry,1,18,Salaried,Male,2,4,Super Deluxe,4,Married,2,0,3,0,1,AVP,29336
200395,0,43,Company Invited,1,27,Small Business,Male,3,3,Basic,3,Divorced,1,0,4,0,2,Executive,17258
200489,0,43,Self Enquiry,1,12,Salaried,Male,2,4,Super Deluxe,3,Married,5,1,3,1,0,AVP,31627
200491,0,43,Company Invited,1,15,Small Business,Male,3,3,Deluxe,3,Married,4,1,3,1,0,Manager,20679
200548,0,43,Company Invited,3,21,Salaried,Male,2,4,Deluxe,3,Divorced,4,0,5,0,1,Manager,21804
200609,0,43,Self Enquiry,1,20,Salaried,Male,3,3,Super Deluxe,5,Divorced,7,0,5,1,0,AVP,32159
200650,0,43,Company Invited,1,6,Salaried,Female,2,3,Deluxe,3,Divorced,5,0,2,1,1,Manager,20562
200775,0,43,Self Enquiry,3,31,Small Business,Male,3,4,Standard,3,Married,6,0,4,1,1,Senior Manager,25798
200812,0,43,Company Invited,1,33,Salaried,Female,2,3,Standard,5,Divorced,1,0,4,0,0,Senior Manager,25820
200849,1,43,Self Enquiry,3,15,Small Business,Female,2,5,Deluxe,3,Single,1,0,2,1,1,Manager,20346
200926,0,43,Self Enquiry,3,10,Small Business,Fe Male,2,4,Standard,3,Unmarried,4,0,3,1,0,Senior Manager,25231
201185,0,43,Self Enquiry,1,21,Salaried,Male,3,4,Super Deluxe,3,Married,2,0,3,1,1,AVP,32603
201216,0,43,Self Enquiry,3,8,Small Business,Male,3,3,Deluxe,3,Married,2,1,3,0,0,Manager,22847
201262,1,43,Company Invited,1,23,Large Business,Male,2,4,Basic,3,Married,1,1,5,1,1,Executive,17437
201293,0,43,Company Invited,1,15,Salaried,Male,2,3,Basic,3,Single,5,0,3,0,1,Executive,17438
201316,0,43,Company Invited,3,8,Salaried,Male,3,3,Deluxe,3,Married,2,0,3,1,2,Manager,20675
201330,0,43,Self Enquiry,1,12,Small Business,Female,2,4,King,3,Married,1,0,3,1,1,VP,34392
201399,0,43,Self Enquiry,1,17,Salaried,Male,1,3,Standard,3,Married,2,0,1,1,0,Senior Manager,22510
201505,0,43,Self Enquiry,1,8,Small Business,Female,3,1,Basic,3,Married,2,0,1,1,2,Executive,17645
201589,0,43,Company Invited,3,32,Salaried,Male,3,3,Super Deluxe,3,Married,2,1,1,1,0,AVP,31959
201663,0,43,Company Invited,1,13,Small Business,Male,2,1,Basic,3,Married,5,0,4,1,0,Executive,17089
201705,0,43,Self Enquiry,3,22,Small Business,Female,3,3,Super Deluxe,3,Married,6,1,3,0,0,AVP,31064
201785,0,43,Company Invited,1,16,Salaried,Female,2,3,Basic,3,Single,1,0,5,0,0,Executive,17455
201800,0,43,Company Invited,1,16,Salaried,Female,2,4,Deluxe,3,Married,2,0,3,1,0,Manager,20257
201803,0,43,Self Enquiry,1,13,Salaried,Female,2,3,Standard,5,Married,1,0,5,1,0,Senior Manager,24985
201860,0,43,Self Enquiry,1,18,Salaried,Male,2,4,Super Deluxe,4,Married,2,0,3,1,1,AVP,29336
201865,0,43,Company Invited,1,27,Small Business,Male,3,3,Basic,3,Married,1,0,4,1,2,Executive,17258
201959,0,43,Self Enquiry,1,12,Salaried,Male,2,4,Super Deluxe,3,Married,5,1,3,1,0,AVP,31627
201961,0,43,Company Invited,1,15,Small Business,Male,3,3,Deluxe,3,Married,4,1,3,1,2,Manager,20679
202018,0,43,Company Invited,3,21,Salaried,Male,2,4,Deluxe,3,Married,4,0,5,1,0,Manager,21804
202079,0,43,Self Enquiry,1,20,Salaried,Male,3,3,Super Deluxe,5,Married,7,0,5,1,1,AVP,32159
202120,0,43,Company Invited,1,6,Salaried,Female,2,3,Deluxe,3,Married,5,0,1,1,1,Manager,20562
202245,0,43,Self Enquiry,3,31,Small Business,Male,3,4,Standard,3,Married,6,0,4,1,1,Senior Manager,25798
202282,0,43,Company Invited,1,33,Salaried,Female,2,3,Standard,5,Married,1,0,4,1,0,Senior Manager,25820
202319,1,43,Self Enquiry,3,15,Small Business,Female,2,5,Deluxe,3,Single,1,0,1,0,0,Manager,20346
202396,1,43,Company Invited,1,8,Salaried,Male,3,3,Basic,3,Married,7,1,3,0,0,Executive,25231
202471,0,43,Self Enquiry,3,15,Small Business,Male,3,4,Deluxe,4,Divorced,2,0,3,0,2,Manager,25503
202641,0,43,Company Invited,1,28,Small Business,Female,3,4,Deluxe,3,Married,4,0,2,0,1,Manager,23943
202697,0,43,Self Enquiry,1,24,Salaried,Fe Male,3,3,Deluxe,5,Unmarried,5,1,2,0,1,Manager,25223
202700,0,43,Self Enquiry,1,9,Small Business,Female,3,5,Basic,5,Married,2,1,4,1,1,Executive,21271
202725,0,43,Self Enquiry,3,7,Salaried,Male,3,4,Deluxe,3,Divorced,3,0,3,1,1,Manager,23585
202739,0,43,Company Invited,3,33,Small Business,Female,4,4,Super Deluxe,4,Divorced,7,0,3,1,3,AVP,32203
202794,0,43,Self Enquiry,2,9,Large Business,Male,3,4,Basic,3,Married,2,1,4,1,1,Executive,21374
202800,0,43,Self Enquiry,1,9,Salaried,Male,4,5,Deluxe,3,Unmarried,5,0,2,0,2,Manager,25459
202832,0,43,Self Enquiry,1,7,Salaried,Female,4,4,Basic,5,Married,5,0,3,1,2,Executive,21254
202853,0,43,Company Invited,1,36,Salaried,Female,4,4,Deluxe,3,Married,4,0,3,1,3,Manager,23234
202857,0,43,Company Invited,1,35,Large Business,Female,3,5,Deluxe,3,Divorced,2,0,3,0,1,Manager,23201
202885,0,43,Company Invited,1,12,Salaried,Male,4,4,Basic,3,Divorced,6,0,3,1,1,Executive,20771
202895,0,43,Self Enquiry,1,31,Small Business,Male,3,4,Standard,5,Divorced,3,1,2,1,2,Senior Manager,26084
202932,0,43,Self Enquiry,1,9,Salaried,Female,3,4,Deluxe,3,Divorced,3,0,2,1,1,Manager,22767
202991,1,43,Company Invited,1,26,Small Business,Male,3,3,Basic,3,Married,8,1,3,1,2,Executive,21437
203041,0,43,Self Enquiry,1,7,Salaried,Female,3,5,Deluxe,3,Divorced,2,1,3,0,2,Manager,24740
203048,0,43,Self Enquiry,1,36,Salaried,Male,4,4,Deluxe,4,Divorced,3,0,3,1,2,Manager,23112
203076,0,43,Company Invited,1,9,Small Business,Male,3,4,Basic,3,Single,7,1,2,0,2,Executive,21193
203087,0,43,Self Enquiry,1,10,Salaried,Female,4,2,Deluxe,3,Divorced,4,1,5,0,1,Manager,23909
203116,0,43,Self Enquiry,3,21,Small Business,Fe Male,4,5,Deluxe,3,Unmarried,2,0,3,0,1,Manager,24922
203268,0,43,Self Enquiry,1,36,Small Business,Male,3,6,Deluxe,3,Unmarried,6,0,3,1,1,Manager,22950
203282,1,43,Company Invited,3,19,Salaried,Male,3,4,Super Deluxe,5,Single,2,1,5,1,2,AVP,32436
203283,0,43,Self Enquiry,3,11,Small Business,Male,3,4,Deluxe,5,Unmarried,2,0,5,1,2,Manager,23833
203322,0,43,Company Invited,2,9,Small Business,Male,4,2,Deluxe,5,Divorced,2,0,2,0,3,Manager,24950
203331,0,43,Company Invited,1,33,Small Business,Female,3,4,Standard,5,Divorced,5,1,3,0,2,Senior Manager,31869
203369,0,43,Self Enquiry,1,14,Small Business,Female,4,2,Deluxe,4,Divorced,8,1,1,0,1,Manager,21050
203494,0,43,Company Invited,1,16,Small Business,Female,4,4,Basic,3,Unmarried,3,0,4,1,2,Executive,22351
203532,0,43,Self Enquiry,1,9,Small Business,Male,4,5,Basic,4,Married,6,0,1,1,3,Executive,23519
203537,0,43,Company Invited,1,9,Salaried,Male,3,4,Standard,3,Married,4,1,3,1,1,Senior Manager,28802
203573,0,43,Self Enquiry,1,16,Salaried,Male,4,5,King,3,Single,2,0,1,1,2,VP,38291
203707,0,43,Self Enquiry,1,19,Small Business,Male,3,4,Basic,4,Married,2,0,1,1,2,Executive,21444
203731,0,43,Self Enquiry,1,20,Small Business,Male,4,2,Deluxe,5,Married,7,0,4,1,1,Manager,24216
203764,0,43,Company Invited,1,17,Large Business,Male,3,4,Basic,3,Married,5,0,4,1,1,Executive,21614
203769,0,43,Self Enquiry,1,15,Salaried,Male,3,4,Basic,3,Unmarried,6,0,1,1,2,Executive,22646
203801,0,43,Self Enquiry,1,13,Small Business,Male,3,4,Standard,5,Married,2,0,3,1,1,Senior Manager,32026
203822,0,43,Self Enquiry,3,19,Small Business,Male,4,4,Deluxe,3,Married,5,1,1,0,1,Manager,23765
203848,0,43,Company Invited,1,30,Salaried,Male,3,5,Deluxe,3,Unmarried,3,0,3,1,2,Manager,23010
203863,0,43,Self Enquiry,1,25,Salaried,Male,3,4,Deluxe,5,Married,8,1,1,0,1,Manager,24088
203941,0,43,Self Enquiry,3,15,Small Business,Male,3,4,Deluxe,4,Married,2,0,3,1,1,Manager,25503
204111,0,43,Company Invited,1,28,Small Business,Female,3,4,Deluxe,3,Married,4,0,1,0,1,Manager,23943
204167,0,43,Self Enquiry,1,24,Salaried,Fe Male,3,2,Deluxe,5,Unmarried,5,1,1,1,2,Manager,25223
204170,0,43,Self Enquiry,1,9,Small Business,Female,3,5,Basic,5,Married,2,1,4,1,2,Executive,21271
204195,0,43,Self Enquiry,3,7,Salaried,Male,2,4,Deluxe,3,Married,3,0,3,1,1,Manager,23585
204209,0,43,Company Invited,3,33,Small Business,Female,4,4,Super Deluxe,4,Married,7,0,3,1,2,AVP,32203
204264,0,43,Self Enquiry,2,9,Large Business,Male,3,4,Basic,3,Married,2,1,4,1,2,Executive,21374
204270,0,43,Self Enquiry,1,9,Salaried,Male,4,5,Deluxe,3,Unmarried,5,0,1,1,1,Manager,25459
204302,0,43,Self Enquiry,1,7,Salaried,Female,4,4,Basic,5,Married,5,0,3,0,3,Executive,21254
204323,0,43,Company Invited,1,36,Salaried,Female,4,4,Deluxe,3,Married,4,0,3,1,2,Manager,23234
204327,0,43,Company Invited,1,35,Large Business,Female,3,5,Deluxe,3,Married,2,0,3,0,2,Manager,23201
204355,0,43,Company Invited,1,12,Salaried,Male,4,4,Basic,3,Married,6,0,3,0,2,Executive,20771
204365,0,43,Self Enquiry,1,31,Small Business,Male,3,4,Standard,5,Married,3,1,1,1,1,Senior Manager,26084
204402,0,43,Self Enquiry,1,9,Salaried,Female,3,4,Deluxe,3,Married,3,0,1,0,1,Manager,22767
204461,1,43,Company Invited,1,26,Small Business,Male,3,2,Basic,3,Married,8,1,3,0,1,Executive,21437
204511,0,43,Self Enquiry,1,7,Salaried,Female,3,5,Deluxe,3,Married,2,1,3,0,1,Manager,24740
204518,0,43,Self Enquiry,1,36,Salaried,Male,4,4,Deluxe,4,Married,3,0,3,1,1,Manager,23112
204546,0,43,Company Invited,1,9,Small Business,Male,3,4,Basic,3,Single,7,1,1,1,2,Executive,21193
204557,0,43,Self Enquiry,1,10,Salaried,Female,4,2,Deluxe,3,Married,4,1,5,1,1,Manager,23909
204586,0,43,Self Enquiry,3,21,Small Business,Fe Male,4,5,Deluxe,3,Unmarried,2,0,3,1,1,Manager,24922
204738,0,43,Self Enquiry,1,36,Small Business,Male,3,6,Deluxe,3,Unmarried,6,0,3,1,2,Manager,22950
204752,1,43,Company Invited,3,19,Salaried,Male,3,4,Super Deluxe,5,Single,2,1,5,1,2,AVP,32436
204753,0,43,Self Enquiry,3,11,Small Business,Male,3,4,Deluxe,5,Unmarried,2,0,5,1,1,Manager,23833
204792,0,43,Company Invited,2,9,Small Business,Male,4,2,Deluxe,5,Married,2,0,1,1,2,Manager,24950
204801,0,43,Company Invited,1,33,Small Business,Female,3,4,Standard,5,Married,5,1,3,0,1,Senior Manager,31869
204839,1,43,Company Invited,1,8,Salaried,Female,4,2,Standard,4,Single,3,0,3,1,1,Senior Manager,21050
200027,0,42,Self Enquiry,3,14,Small Business,Male,2,3,Deluxe,4,Divorced,1,0,3,0,1,Manager,21825
200197,0,42,Company Invited,1,27,Small Business,Female,2,3,Deluxe,3,Married,3,0,2,0,0,Manager,20265
200231,0,42,Self Enquiry,1,10,Large Business,Male,2,3,King,3,Divorced,2,0,2,0,1,VP,34232
200253,0,42,Self Enquiry,1,23,Salaried,Female,2,2,Deluxe,5,Unmarried,4,1,2,0,0,Manager,21545
200256,0,42,Self Enquiry,1,8,Small Business,Female,2,4,Basic,5,Married,1,1,4,1,0,Executive,17593
200281,0,42,Self Enquiry,3,6,Salaried,Male,2,3,Deluxe,3,Divorced,2,0,3,1,0,Manager,19907
200295,0,42,Company Invited,3,32,Small Business,Female,3,3,Super Deluxe,4,Divorced,6,0,3,1,2,AVP,28525
200348,0,42,Self Enquiry,1,29,Salaried,Female,2,3,Super Deluxe,3,Single,3,0,3,0,0,AVP,30992
200350,0,42,Self Enquiry,2,8,Large Business,Male,2,3,Basic,3,Married,1,1,4,1,0,Executive,17696
200356,0,42,Self Enquiry,1,8,Salaried,Male,3,4,Deluxe,3,Unmarried,4,0,2,0,1,Manager,21781
200388,0,42,Self Enquiry,1,6,Salaried,Female,3,3,Basic,5,Married,4,0,3,1,1,Executive,17576
200441,0,42,Company Invited,1,11,Salaried,Male,3,3,Basic,3,Divorced,5,0,3,1,0,Executive,17093
200451,0,42,Self Enquiry,1,30,Small Business,Male,2,3,Standard,5,Divorced,2,1,2,1,1,Senior Manager,22406
200547,1,42,Company Invited,1,25,Small Business,Male,2,2,Basic,3,Married,7,1,3,1,1,Executive,17759
200584,0,42,Company Invited,1,14,Salaried,Male,3,3,King,3,Married,2,0,5,0,1,VP,33430
200597,0,42,Self Enquiry,1,6,Salaried,Female,2,4,Deluxe,3,Divorced,1,1,3,0,1,Manager,21062
200632,0,42,Company Invited,1,8,Small Business,Male,2,3,Basic,3,Single,6,1,2,0,1,Executive,17515
200643,0,42,Self Enquiry,1,9,Salaried,Female,3,1,Deluxe,3,Divorced,3,1,5,0,0,Manager,20231
200672,0,42,Self Enquiry,3,20,Small Business,Female,3,4,Deluxe,3,Single,1,0,3,0,0,Manager,21244
200741,0,42,Self Enquiry,3,11,Small Business,Male,2,3,King,3,Divorced,7,0,4,0,1,VP,33303
200799,0,42,Self Enquiry,1,8,Small Business,Male,2,3,Super Deluxe,5,Divorced,1,0,3,1,1,AVP,32665
200838,1,42,Company Invited,3,18,Salaried,Male,2,3,Super Deluxe,5,Single,1,1,5,1,1,AVP,28758
200839,0,42,Self Enquiry,3,10,Small Business,Male,2,3,Deluxe,5,Single,1,0,5,1,1,Manager,20155
200878,0,42,Company Invited,2,8,Small Business,Male,3,1,Deluxe,5,Divorced,1,0,2,0,2,Manager,21272
200887,0,42,Company Invited,1,32,Small Business,Female,2,3,Standard,5,Divorced,4,1,3,0,1,Senior Manager,28191
200925,0,42,Self Enquiry,1,13,Small Business,Female,3,1,Deluxe,4,Divorced,7,1,1,0,0,Manager,17372
200954,0,42,Company Invited,1,8,Salaried,Male,2,3,Super Deluxe,3,Divorced,1,1,4,0,1,AVP,32861
200999,0,42,Self Enquiry,2,16,Salaried,Female,2,3,Super Deluxe,5,Divorced,1,0,3,0,1,AVP,31799
201093,0,42,Company Invited,1,8,Salaried,Male,2,3,Standard,3,Married,3,1,3,1,0,Senior Manager,25124
201129,0,42,Self Enquiry,1,15,Salaried,Male,3,4,King,3,Single,1,0,1,1,1,VP,34613
201263,0,42,Self Enquiry,1,18,Small Business,Male,2,3,Basic,4,Married,1,0,1,1,1,Executive,17766
201287,0,42,Self Enquiry,1,19,Small Business,Male,3,1,Deluxe,5,Married,6,0,4,1,0,Manager,20538
201320,0,42,Company Invited,1,16,Large Business,Male,2,3,Basic,3,Married,4,0,4,1,0,Executive,17936
201357,0,42,Self Enquiry,1,12,Small Business,Male,2,3,Standard,5,Married,1,0,3,1,0,Senior Manager,28348
201378,0,42,Self Enquiry,3,18,Small Business,Male,3,3,Deluxe,3,Married,4,1,1,0,0,Manager,20087
201419,0,42,Self Enquiry,1,24,Salaried,Male,2,3,Deluxe,5,Married,7,1,1,0,0,Manager,20410
201443,0,42,Self Enquiry,1,8,Salaried,Male,2,3,King,3,Married,6,0,3,1,1,VP,33880
201497,0,42,Self Enquiry,3,14,Small Business,Male,2,3,Deluxe,4,Married,1,0,3,1,0,Manager,21825
